,alpha,decayFunction,decay,epsilon,trial,net_reward,success
507,0.5,power,0.1,0.1,8,-107.799538239,0
508,0.5,power,0.1,0.1,9,-241.190162925,0
509,0.5,power,0.1,0.1,10,-111.87319628,1
510,0.5,power,0.3,0.1,1,-81.333110148,0
511,0.5,power,0.3,0.1,2,-271.792459172,1
512,0.5,power,0.3,0.1,3,-70.5063815137,0
513,0.5,power,0.3,0.1,4,-130.225270222,1
514,0.5,power,0.3,0.1,5,-64.7516244327,0
515,0.5,power,0.3,0.1,6,-169.072457722,0
516,0.5,power,0.3,0.1,7,-94.3240907714,1
517,0.5,power,0.3,0.1,8,-144.686304839,1
518,0.5,power,0.3,0.1,9,-168.399132486,0
519,0.5,power,0.3,0.1,10,-147.305010321,0
520,0.5,power,0.5,0.1,1,-64.6573485845,0
521,0.5,power,0.5,0.1,2,-106.689554908,0
522,0.5,power,0.5,0.1,3,-114.105863688,0
523,0.5,power,0.5,0.1,4,-119.536879968,0
524,0.5,power,0.5,0.1,5,-244.157240904,1
525,0.5,power,0.5,0.1,6,-73.5737487696,0
526,0.5,power,0.5,0.1,7,-113.431644309,1
527,0.5,power,0.5,0.1,8,-75.1127270903,0
528,0.5,power,0.5,0.1,9,-143.243482016,1
529,0.5,power,0.5,0.1,10,-239.61152815,0
530,0.5,power,0.7,0.1,1,-90.1076442106,0
531,0.5,power,0.7,0.1,2,-225.541462313,1
532,0.5,power,0.7,0.1,3,-53.6004639213,1
533,0.5,power,0.7,0.1,4,-138.376616881,0
534,0.5,power,0.7,0.1,5,-165.195471908,0
535,0.5,power,0.7,0.1,6,-3.20124749875,1
536,0.5,power,0.7,0.1,7,-169.169773614,0
537,0.5,power,0.7,0.1,8,-128.687407959,0
538,0.5,power,0.7,0.1,9,-11.1658756364,1
539,0.5,power,0.7,0.1,10,-127.262468774,0
540,0.5,power,0.9,0.1,1,-76.1590666099,0
541,0.5,power,0.9,0.1,2,-62.2216925533,0
542,0.5,power,0.9,0.1,3,-17.1022902093,0
543,0.5,power,0.9,0.1,4,-48.6915962962,0
544,0.5,power,0.9,0.1,5,-140.798352179,0
545,0.5,power,0.9,0.1,6,-87.1122766817,0
546,0.5,power,0.9,0.1,7,-83.0955817422,0
547,0.5,power,0.9,0.1,8,-181.386073411,0
548,0.5,power,0.9,0.1,9,-106.743411025,0
549,0.5,power,0.9,0.1,10,-116.963602315,0
550,0.5,power,0.1,0.3,1,-192.299284452,0
551,0.5,power,0.1,0.3,2,-136.453157381,0
552,0.5,power,0.1,0.3,3,-226.761448669,0
553,0.5,power,0.1,0.3,4,-233.113987075,0
554,0.5,power,0.1,0.3,5,-207.256626899,0
555,0.5,power,0.1,0.3,6,-167.386343796,1
556,0.5,power,0.1,0.3,7,-106.512154148,0
557,0.5,power,0.1,0.3,8,-144.673608965,1
558,0.5,power,0.1,0.3,9,-50.3126403751,1
559,0.5,power,0.1,0.3,10,-179.574474021,1
560,0.5,power,0.3,0.3,1,-196.103901683,0
561,0.5,power,0.3,0.3,2,-64.0598756088,0
562,0.5,power,0.3,0.3,3,-202.228630962,0
563,0.5,power,0.3,0.3,4,-92.8694829204,0
564,0.5,power,0.3,0.3,5,-22.6320541336,1
565,0.5,power,0.3,0.3,6,-273.035705447,0
566,0.5,power,0.3,0.3,7,-280.1515084,0
567,0.5,power,0.3,0.3,8,-260.252930681,1
568,0.5,power,0.3,0.3,9,-110.285748966,0
569,0.5,power,0.3,0.3,10,-150.942564685,0
570,0.5,power,0.5,0.3,1,-132.070584131,0
571,0.5,power,0.5,0.3,2,-128.033397549,0
572,0.5,power,0.5,0.3,3,-78.2780973785,0
573,0.5,power,0.5,0.3,4,-162.822321355,0
574,0.5,power,0.5,0.3,5,-79.479273972,0
575,0.5,power,0.5,0.3,6,-87.8853390657,0
576,0.5,power,0.5,0.3,7,-243.622787474,0
577,0.5,power,0.5,0.3,8,-148.360135787,0
578,0.5,power,0.5,0.3,9,-49.390052915,1
579,0.5,power,0.5,0.3,10,-77.9600780468,0
580,0.5,power,0.7,0.3,1,-113.556765006,0
581,0.5,power,0.7,0.3,2,-202.997102278,1
582,0.5,power,0.7,0.3,3,-209.290105926,0
583,0.5,power,0.7,0.3,4,-121.071945749,0
584,0.5,power,0.7,0.3,5,-136.761518772,1
585,0.5,power,0.7,0.3,6,-85.8658389072,0
586,0.5,power,0.7,0.3,7,-106.066059076,0
587,0.5,power,0.7,0.3,8,-156.550152701,0
588,0.5,power,0.7,0.3,9,-206.369230996,0
589,0.5,power,0.7,0.3,10,-271.584530627,0
590,0.5,power,0.9,0.3,1,-198.281959211,0
591,0.5,power,0.9,0.3,2,-131.217354165,0
592,0.5,power,0.9,0.3,3,-52.661996202,0
593,0.5,power,0.9,0.3,4,-54.2916380347,0
594,0.5,power,0.9,0.3,5,-110.866533027,0
595,0.5,power,0.9,0.3,6,-206.831294028,0
596,0.5,power,0.9,0.3,7,-84.4222055612,0
597,0.5,power,0.9,0.3,8,0.198866148789,1
598,0.5,power,0.9,0.3,9,-159.259024973,0
599,0.5,power,0.9,0.3,10,-22.7999833352,0
600,0.5,power,0.1,0.5,1,-79.2236318657,1
601,0.5,power,0.1,0.5,2,-111.799007144,0
602,0.5,power,0.1,0.5,3,-183.922729545,0
603,0.5,power,0.1,0.5,4,-139.557937463,0
604,0.5,power,0.1,0.5,5,-141.367656532,0
605,0.5,power,0.1,0.5,6,-96.9952983549,0
606,0.5,power,0.1,0.5,7,-115.992161964,0
607,0.5,power,0.1,0.5,8,-123.880320549,1
608,0.5,power,0.1,0.5,9,-49.0762546321,1
609,0.5,power,0.1,0.5,10,-131.333075621,0
610,0.5,power,0.3,0.5,1,-153.240180566,1
611,0.5,power,0.3,0.5,2,-63.5077450473,0
612,0.5,power,0.3,0.5,3,-23.5392988764,1
613,0.5,power,0.3,0.5,4,-101.325709109,0
614,0.5,power,0.3,0.5,5,-12.6027493031,1
615,0.5,power,0.3,0.5,6,-102.715089112,0
616,0.5,power,0.3,0.5,7,-129.785545548,0
617,0.5,power,0.3,0.5,8,-167.896522453,0
618,0.5,power,0.3,0.5,9,-119.005240553,0
619,0.5,power,0.3,0.5,10,-202.940983529,0
620,0.5,power,0.5,0.5,1,-96.4348801585,1
621,0.5,power,0.5,0.5,2,-149.556619742,1
622,0.5,power,0.5,0.5,3,-107.099990928,1
623,0.5,power,0.5,0.5,4,-108.850104468,0
624,0.5,power,0.5,0.5,5,-0.175205941912,1
625,0.5,power,0.5,0.5,6,-119.970124459,1
626,0.5,power,0.5,0.5,7,-103.007722748,1
627,0.5,power,0.5,0.5,8,-4.06663715866,1
628,0.5,power,0.5,0.5,9,-14.0628702358,1
629,0.5,power,0.5,0.5,10,-163.987009079,0
630,0.5,power,0.7,0.5,1,-67.9087036014,0
631,0.5,power,0.7,0.5,2,-118.272042597,1
632,0.5,power,0.7,0.5,3,-66.3323523798,0
633,0.5,power,0.7,0.5,4,-229.692498798,0
634,0.5,power,0.7,0.5,5,-154.321711008,1
635,0.5,power,0.7,0.5,6,-48.0507061282,0
636,0.5,power,0.7,0.5,7,-140.156441555,0
637,0.5,power,0.7,0.5,8,-44.858165655,1
638,0.5,power,0.7,0.5,9,-256.288338019,0
639,0.5,power,0.7,0.5,10,-78.7121442985,0
640,0.5,power,0.9,0.5,1,-34.5229202013,0
641,0.5,power,0.9,0.5,2,-86.4901354852,0
642,0.5,power,0.9,0.5,3,-36.4481276331,0
643,0.5,power,0.9,0.5,4,-190.05415047,0
644,0.5,power,0.9,0.5,5,-224.629978043,0
645,0.5,power,0.9,0.5,6,-86.390570797,0
646,0.5,power,0.9,0.5,7,-118.900229524,1
647,0.5,power,0.9,0.5,8,-64.9863916325,1
648,0.5,power,0.9,0.5,9,-32.113542532,0
649,0.5,power,0.9,0.5,10,-103.546986176,0
650,0.5,power,0.1,0.7,1,-123.0864726,0
651,0.5,power,0.1,0.7,2,-200.769570502,0
652,0.5,power,0.1,0.7,3,-58.9528146354,0
653,0.5,power,0.1,0.7,4,-69.2266464925,0
654,0.5,power,0.1,0.7,5,-189.303469282,0
655,0.5,power,0.1,0.7,6,-148.469780033,0
656,0.5,power,0.1,0.7,7,-56.3153320323,1
657,0.5,power,0.1,0.7,8,-165.565234156,0
658,0.5,power,0.1,0.7,9,-159.358233719,0
659,0.5,power,0.1,0.7,10,-212.089184375,0
660,0.5,power,0.3,0.7,1,-86.7281847102,0
661,0.5,power,0.3,0.7,2,-160.749750065,0
662,0.5,power,0.3,0.7,3,-174.146417968,0
663,0.5,power,0.3,0.7,4,-219.604944361,0
664,0.5,power,0.3,0.7,5,-126.637101393,0
665,0.5,power,0.3,0.7,6,-62.6921006051,1
666,0.5,power,0.3,0.7,7,-76.5493829971,0
667,0.5,power,0.3,0.7,8,-216.565109004,0
668,0.5,power,0.3,0.7,9,-144.872178445,1
669,0.5,power,0.3,0.7,10,-230.080385128,0
670,0.5,power,0.5,0.7,1,-80.492518867,1
671,0.5,power,0.5,0.7,2,-180.780416301,0
672,0.5,power,0.5,0.7,3,-21.2648643859,0
673,0.5,power,0.5,0.7,4,-95.4046071714,0
674,0.5,power,0.5,0.7,5,-111.639843174,1
675,0.5,power,0.5,0.7,6,-41.7843184627,1
676,0.5,power,0.5,0.7,7,-109.718236098,0
677,0.5,power,0.5,0.7,8,-55.8616689832,0
678,0.5,power,0.5,0.7,9,-134.529019564,1
679,0.5,power,0.5,0.7,10,-135.895775529,0
680,0.5,power,0.7,0.7,1,-155.869842964,0
681,0.5,power,0.7,0.7,2,-185.183744053,0
682,0.5,power,0.7,0.7,3,-236.956679743,0
683,0.5,power,0.7,0.7,4,-87.9819179481,0
684,0.5,power,0.7,0.7,5,-46.5371894699,1
685,0.5,power,0.7,0.7,6,-198.812040202,0
686,0.5,power,0.7,0.7,7,-160.180005493,0
687,0.5,power,0.7,0.7,8,-47.1031789246,0
688,0.5,power,0.7,0.7,9,-203.899407571,0
689,0.5,power,0.7,0.7,10,-74.4231605763,0
690,0.5,power,0.9,0.7,1,-91.7147514291,0
691,0.5,power,0.9,0.7,2,-2.53305803422,0
692,0.5,power,0.9,0.7,3,-215.34113986,0
693,0.5,power,0.9,0.7,4,-1.20716349928,1
694,0.5,power,0.9,0.7,5,-128.193837009,1
695,0.5,power,0.9,0.7,6,-85.9012860211,0
696,0.5,power,0.9,0.7,7,-58.2045256244,0
697,0.5,power,0.9,0.7,8,-17.9359750188,0
698,0.5,power,0.9,0.7,9,-16.6388618582,1
699,0.5,power,0.9,0.7,10,-50.5920570461,0
700,0.5,power,0.1,0.9,1,-87.5790913744,0
701,0.5,power,0.1,0.9,2,-34.9300928941,1
702,0.5,power,0.1,0.9,3,-68.9428332135,0
703,0.5,power,0.1,0.9,4,-70.6560285069,0
704,0.5,power,0.1,0.9,5,-11.0404497628,0
705,0.5,power,0.1,0.9,6,-122.137253961,1
706,0.5,power,0.1,0.9,7,-51.7892908322,0
707,0.5,power,0.1,0.9,8,-153.346783596,0
708,0.5,power,0.1,0.9,9,-228.08134788,0
709,0.5,power,0.1,0.9,10,-54.5577271459,0
710,0.5,power,0.3,0.9,1,-113.120698847,0
711,0.5,power,0.3,0.9,2,-117.367234146,1
712,0.5,power,0.3,0.9,3,-177.068836101,0
713,0.5,power,0.3,0.9,4,-53.9936850949,0
714,0.5,power,0.3,0.9,5,-201.069494691,1
715,0.5,power,0.3,0.9,6,-134.599916692,0
716,0.5,power,0.3,0.9,7,-104.026678349,0
717,0.5,power,0.3,0.9,8,-99.6320473827,0
718,0.5,power,0.3,0.9,9,-80.353666755,0
719,0.5,power,0.3,0.9,10,-12.1199304901,1
720,0.5,power,0.5,0.9,1,-156.895149518,1
721,0.5,power,0.5,0.9,2,-57.0616890816,0
722,0.5,power,0.5,0.9,3,-165.545281238,0
723,0.5,power,0.5,0.9,4,-71.1361721531,1
724,0.5,power,0.5,0.9,5,5.55151325767,1
725,0.5,power,0.5,0.9,6,-98.0670383625,0
726,0.5,power,0.5,0.9,7,-88.1998087655,0
727,0.5,power,0.5,0.9,8,-53.7556578928,1
728,0.5,power,0.5,0.9,9,-246.723545935,0
729,0.5,power,0.5,0.9,10,-121.858663402,0
730,0.5,power,0.7,0.9,1,-55.772843671,0
731,0.5,power,0.7,0.9,2,-54.6069218515,1
732,0.5,power,0.7,0.9,3,-106.975774087,0
733,0.5,power,0.7,0.9,4,-96.2717941023,1
734,0.5,power,0.7,0.9,5,-102.749621548,1
735,0.5,power,0.7,0.9,6,-204.582748873,1
736,0.5,power,0.7,0.9,7,-108.186967723,0
737,0.5,power,0.7,0.9,8,-35.2035047313,1
738,0.5,power,0.7,0.9,9,-177.477080182,0
739,0.5,power,0.7,0.9,10,-184.790939807,0
740,0.5,power,0.9,0.9,1,15.299092213,1
741,0.5,power,0.9,0.9,2,-31.225548315,0
742,0.5,power,0.9,0.9,3,-107.347358706,1
743,0.5,power,0.9,0.9,4,-9.75857993325,0
744,0.5,power,0.9,0.9,5,-51.6409190842,0
745,0.5,power,0.9,0.9,6,-85.8179305225,0
746,0.5,power,0.9,0.9,7,-59.4140685018,0
747,0.5,power,0.9,0.9,8,16.6497426794,1
748,0.5,power,0.9,0.9,9,7.86745186072,1
749,0.5,power,0.9,0.9,10,-164.450398972,0
750,0.7,power,0.1,0.1,1,-88.1098835305,0
751,0.7,power,0.1,0.1,2,-82.5049290078,1
752,0.7,power,0.1,0.1,3,-37.3906860499,0
753,0.7,power,0.1,0.1,4,-142.764721685,1
754,0.7,power,0.1,0.1,5,-147.953056605,0
755,0.7,power,0.1,0.1,6,-88.5872184276,0
756,0.7,power,0.1,0.1,7,-331.324139426,0
757,0.7,power,0.1,0.1,8,-195.825375522,0
758,0.7,power,0.1,0.1,9,-109.938452018,0
759,0.7,power,0.1,0.1,10,-118.751791493,0
760,0.7,power,0.3,0.1,1,-77.6653649917,1
761,0.7,power,0.3,0.1,2,-146.319209614,1
762,0.7,power,0.3,0.1,3,-102.176356801,0
763,0.7,power,0.3,0.1,4,14.9754727056,0
764,0.7,power,0.3,0.1,5,-134.551232945,0
765,0.7,power,0.3,0.1,6,-109.153609773,0
766,0.7,power,0.3,0.1,7,-253.274695007,0
767,0.7,power,0.3,0.1,8,-167.255395923,0
768,0.7,power,0.3,0.1,9,-25.3342549435,1
769,0.7,power,0.3,0.1,10,-148.482100504,0
770,0.7,power,0.5,0.1,1,-147.340740628,0
771,0.7,power,0.5,0.1,2,-96.5197550716,1
772,0.7,power,0.5,0.1,3,-225.591326533,0
773,0.7,power,0.5,0.1,4,-112.515134701,0
774,0.7,power,0.5,0.1,5,-145.388108399,0
775,0.7,power,0.5,0.1,6,-63.8439946237,0
776,0.7,power,0.5,0.1,7,5.63012733644,1
777,0.7,power,0.5,0.1,8,-127.565774291,0
778,0.7,power,0.5,0.1,9,-215.090854845,0
779,0.7,power,0.5,0.1,10,-286.988392768,0
780,0.7,power,0.7,0.1,1,-25.2084917493,1
781,0.7,power,0.7,0.1,2,-95.2644263917,0
782,0.7,power,0.7,0.1,3,-59.4833195458,0
783,0.7,power,0.7,0.1,4,-8.1468499376,1
784,0.7,power,0.7,0.1,5,-181.939378809,0
785,0.7,power,0.7,0.1,6,-103.480402232,0
786,0.7,power,0.7,0.1,7,-242.277139577,0
787,0.7,power,0.7,0.1,8,-90.1137891136,0
788,0.7,power,0.7,0.1,9,-180.772517626,0
789,0.7,power,0.7,0.1,10,-167.815466576,0
790,0.7,power,0.9,0.1,1,-41.4363012794,1
791,0.7,power,0.9,0.1,2,-198.70741605,0
792,0.7,power,0.9,0.1,3,-11.3966787414,1
793,0.7,power,0.9,0.1,4,-0.719155573847,0
794,0.7,power,0.9,0.1,5,12.234410276,0
795,0.7,power,0.9,0.1,6,-70.2554337618,0
796,0.7,power,0.9,0.1,7,-32.3536190599,1
797,0.7,power,0.9,0.1,8,-88.9008635426,0
798,0.7,power,0.9,0.1,9,-75.9786180889,0
799,0.7,power,0.9,0.1,10,-41.1574286942,0
800,0.7,power,0.1,0.3,1,-191.800790099,0
801,0.7,power,0.1,0.3,2,-205.597121676,0
802,0.7,power,0.1,0.3,3,-98.3060413799,1
803,0.7,power,0.1,0.3,4,-31.44806848,0
804,0.7,power,0.1,0.3,5,-129.350993743,0
805,0.7,power,0.1,0.3,6,-63.7059826191,0
806,0.7,power,0.1,0.3,7,-131.856353224,0
807,0.7,power,0.1,0.3,8,-123.35746063,0
808,0.7,power,0.1,0.3,9,-123.606254168,0
809,0.7,power,0.1,0.3,10,-82.6222749958,0
810,0.7,power,0.3,0.3,1,-67.9331935786,0
811,0.7,power,0.3,0.3,2,-17.3271171261,1
812,0.7,power,0.3,0.3,3,-32.4983259355,0
813,0.7,power,0.3,0.3,4,-40.2661778886,1
814,0.7,power,0.3,0.3,5,-88.8178915337,1
815,0.7,power,0.3,0.3,6,-84.2000994219,0
816,0.7,power,0.3,0.3,7,9.0129767724,1
817,0.7,power,0.3,0.3,8,-187.414558093,0
818,0.7,power,0.3,0.3,9,-133.638927869,0
819,0.7,power,0.3,0.3,10,-82.910386722,0
820,0.7,power,0.5,0.3,1,-43.5576899922,1
821,0.7,power,0.5,0.3,2,-122.933593796,0
822,0.7,power,0.5,0.3,3,-184.636442113,0
823,0.7,power,0.5,0.3,4,-40.6821954543,1
824,0.7,power,0.5,0.3,5,-233.194360417,0
825,0.7,power,0.5,0.3,6,-159.696897977,0
826,0.7,power,0.5,0.3,7,-72.2543688397,1
827,0.7,power,0.5,0.3,8,-139.876756092,0
828,0.7,power,0.5,0.3,9,-50.7820273142,0
829,0.7,power,0.5,0.3,10,-225.011134773,0
830,0.7,power,0.7,0.3,1,-178.29659582,0
831,0.7,power,0.7,0.3,2,-39.7330790234,1
832,0.7,power,0.7,0.3,3,-178.55745184,0
833,0.7,power,0.7,0.3,4,-149.453080015,0
834,0.7,power,0.7,0.3,5,-197.257557127,0
835,0.7,power,0.7,0.3,6,-105.719883159,0
836,0.7,power,0.7,0.3,7,-94.669702394,0
837,0.7,power,0.7,0.3,8,-76.2440388967,1
838,0.7,power,0.7,0.3,9,-151.967186268,0
839,0.7,power,0.7,0.3,10,-136.498385727,0
840,0.7,power,0.9,0.3,1,11.0468836926,1
841,0.7,power,0.9,0.3,2,-21.3667877174,1
842,0.7,power,0.9,0.3,3,-143.911291544,0
843,0.7,power,0.9,0.3,4,-163.234517797,0
844,0.7,power,0.9,0.3,5,-80.5774201894,0
845,0.7,power,0.9,0.3,6,9.22808780016,1
846,0.7,power,0.9,0.3,7,3.99812503207,0
847,0.7,power,0.9,0.3,8,21.4346220682,1
848,0.7,power,0.9,0.3,9,-57.1944526883,1
849,0.7,power,0.9,0.3,10,-118.884746946,0
850,0.7,power,0.1,0.5,1,-89.7353975687,0
851,0.7,power,0.1,0.5,2,-87.6971326065,0
852,0.7,power,0.1,0.5,3,-36.181836868,0
853,0.7,power,0.1,0.5,4,-108.219636971,0
854,0.7,power,0.1,0.5,5,-165.956496759,0
855,0.7,power,0.1,0.5,6,-15.3806011358,1
856,0.7,power,0.1,0.5,7,-70.4651683375,0
857,0.7,power,0.1,0.5,8,-16.3434408733,1
858,0.7,power,0.1,0.5,9,-113.584906404,0
859,0.7,power,0.1,0.5,10,-108.316462408,0
860,0.7,power,0.3,0.5,1,-86.2700678864,0
861,0.7,power,0.3,0.5,2,-111.484942775,0
862,0.7,power,0.3,0.5,3,-168.782611729,0
863,0.7,power,0.3,0.5,4,-144.027802123,0
864,0.7,power,0.3,0.5,5,-211.471888216,0
865,0.7,power,0.3,0.5,6,-119.283647381,0
866,0.7,power,0.3,0.5,7,-195.430321494,0
867,0.7,power,0.3,0.5,8,-61.4501558657,0
868,0.7,power,0.3,0.5,9,-212.905299551,0
869,0.7,power,0.3,0.5,10,-80.6625411747,1
870,0.7,power,0.5,0.5,1,-221.824324354,0
871,0.7,power,0.5,0.5,2,-143.538576463,0
872,0.7,power,0.5,0.5,3,-117.664410541,0
873,0.7,power,0.5,0.5,4,-250.180680695,1
874,0.7,power,0.5,0.5,5,-244.167090896,0
875,0.7,power,0.5,0.5,6,-251.814094948,0
876,0.7,power,0.5,0.5,7,-84.7588070425,0
877,0.7,power,0.5,0.5,8,-89.8801569184,0
878,0.7,power,0.5,0.5,9,-108.781165426,1
879,0.7,power,0.5,0.5,10,-134.403891544,0
880,0.7,power,0.7,0.5,1,-100.131651238,0
881,0.7,power,0.7,0.5,2,-47.7038536198,1
882,0.7,power,0.7,0.5,3,-86.0120022381,0
883,0.7,power,0.7,0.5,4,-111.662685881,0
884,0.7,power,0.7,0.5,5,-87.5059354685,0
885,0.7,power,0.7,0.5,6,-137.428636835,0
886,0.7,power,0.7,0.5,7,-83.2742216035,1
887,0.7,power,0.7,0.5,8,-139.482277029,0
888,0.7,power,0.7,0.5,9,-185.42054695,0
889,0.7,power,0.7,0.5,10,-82.8264085446,0
890,0.7,power,0.9,0.5,1,-68.1710252814,1
891,0.7,power,0.9,0.5,2,-41.0558693791,0
892,0.7,power,0.9,0.5,3,-80.614828185,1
893,0.7,power,0.9,0.5,4,-30.6392526354,0
894,0.7,power,0.9,0.5,5,-179.444535888,1
895,0.7,power,0.9,0.5,6,-74.8688398906,0
896,0.7,power,0.9,0.5,7,-59.5971576588,0
897,0.7,power,0.9,0.5,8,-77.4868612772,0
898,0.7,power,0.9,0.5,9,-109.185479071,0
899,0.7,power,0.9,0.5,10,-123.505938857,0
900,0.7,power,0.1,0.7,1,-31.0516243255,1
901,0.7,power,0.1,0.7,2,-69.3821929066,1
902,0.7,power,0.1,0.7,3,-109.342280509,0
903,0.7,power,0.1,0.7,4,-13.7886352797,0
904,0.7,power,0.1,0.7,5,-225.095362382,0
905,0.7,power,0.1,0.7,6,-78.9374124247,1
906,0.7,power,0.1,0.7,7,-234.555417083,0
907,0.7,power,0.1,0.7,8,-116.130332406,0
908,0.7,power,0.1,0.7,9,-105.958122386,0
909,0.7,power,0.1,0.7,10,-99.8145173944,1
910,0.7,power,0.3,0.7,1,-196.73955985,0
911,0.7,power,0.3,0.7,2,-154.868415812,0
912,0.7,power,0.3,0.7,3,-39.9808099076,1
913,0.7,power,0.3,0.7,4,-195.64277938,0
914,0.7,power,0.3,0.7,5,-103.732079058,1
915,0.7,power,0.3,0.7,6,-36.6919120282,0
916,0.7,power,0.3,0.7,7,-100.346764098,1
917,0.7,power,0.3,0.7,8,-221.907831352,0
918,0.7,power,0.3,0.7,9,-58.8923421924,1
919,0.7,power,0.3,0.7,10,-163.495614566,0
920,0.7,power,0.5,0.7,1,-97.6762702609,0
921,0.7,power,0.5,0.7,2,-200.965575284,0
922,0.7,power,0.5,0.7,3,-265.89403685,0
923,0.7,power,0.5,0.7,4,-62.3922464091,0
924,0.7,power,0.5,0.7,5,-167.190526424,0
925,0.7,power,0.5,0.7,6,-102.846011738,1
926,0.7,power,0.5,0.7,7,-257.672267593,0
927,0.7,power,0.5,0.7,8,-142.538932915,0
928,0.7,power,0.5,0.7,9,-185.915008834,0
929,0.7,power,0.5,0.7,10,-120.210804494,0
930,0.7,power,0.7,0.7,1,-174.860650608,0
931,0.7,power,0.7,0.7,2,-118.132274988,0
932,0.7,power,0.7,0.7,3,-98.5995172552,1
933,0.7,power,0.7,0.7,4,-59.3969350884,0
934,0.7,power,0.7,0.7,5,-52.6511083006,1
935,0.7,power,0.7,0.7,6,-20.2420445203,0
936,0.7,power,0.7,0.7,7,-10.6397200368,0
937,0.7,power,0.7,0.7,8,-163.758120805,1
938,0.7,power,0.7,0.7,9,-54.8798107654,0
939,0.7,power,0.7,0.7,10,-185.866421147,0
940,0.7,power,0.9,0.7,1,-15.7337975453,0
941,0.7,power,0.9,0.7,2,-49.5169811196,0
942,0.7,power,0.9,0.7,3,9.46162933173,1
943,0.7,power,0.9,0.7,4,-34.7995973029,0
944,0.7,power,0.9,0.7,5,-73.0173992806,0
945,0.7,power,0.9,0.7,6,-21.8945056729,1
946,0.7,power,0.9,0.7,7,-119.614080236,0
947,0.7,power,0.9,0.7,8,-61.1463834118,0
948,0.7,power,0.9,0.7,9,-49.7577507544,1
949,0.7,power,0.9,0.7,10,-83.1245514906,0
950,0.7,power,0.1,0.9,1,-173.501509779,0
951,0.7,power,0.1,0.9,2,-75.0871464752,1
952,0.7,power,0.1,0.9,3,-16.3297140454,0
953,0.7,power,0.1,0.9,4,-123.076168924,0
954,0.7,power,0.1,0.9,5,-154.500869403,1
955,0.7,power,0.1,0.9,6,-212.6613308,0
956,0.7,power,0.1,0.9,7,-41.5000961913,0
957,0.7,power,0.1,0.9,8,-99.747004301,0
958,0.7,power,0.1,0.9,9,-135.877882952,0
959,0.7,power,0.1,0.9,10,-254.832831246,0
960,0.7,power,0.3,0.9,1,-218.605952891,0
961,0.7,power,0.3,0.9,2,-205.73148648,0
962,0.7,power,0.3,0.9,3,-147.410259347,0
963,0.7,power,0.3,0.9,4,-220.013124443,0
964,0.7,power,0.3,0.9,5,-144.169822896,0
965,0.7,power,0.3,0.9,6,-168.808332911,0
966,0.7,power,0.3,0.9,7,-169.241788695,0
967,0.7,power,0.3,0.9,8,-235.806677566,0
968,0.7,power,0.3,0.9,9,-166.691085483,0
969,0.7,power,0.3,0.9,10,-57.332906892,1
970,0.7,power,0.5,0.9,1,-139.264556068,1
971,0.7,power,0.5,0.9,2,-47.5732939455,0
972,0.7,power,0.5,0.9,3,-162.906102529,0
973,0.7,power,0.5,0.9,4,-159.448744779,1
974,0.7,power,0.5,0.9,5,-55.7876079605,1
975,0.7,power,0.5,0.9,6,-190.149614659,0
976,0.7,power,0.5,0.9,7,-160.741298962,0
977,0.7,power,0.5,0.9,8,-179.70268718,0
978,0.7,power,0.5,0.9,9,-81.4072544839,0
979,0.7,power,0.5,0.9,10,-65.42097338,0
980,0.7,power,0.7,0.9,1,-105.102938961,0
981,0.7,power,0.7,0.9,2,-116.956385575,0
982,0.7,power,0.7,0.9,3,-214.304460187,0
983,0.7,power,0.7,0.9,4,-29.594565398,0
984,0.7,power,0.7,0.9,5,-146.380669027,0
985,0.7,power,0.7,0.9,6,-96.0606284933,0
986,0.7,power,0.7,0.9,7,-31.2835476793,0
987,0.7,power,0.7,0.9,8,-43.8473873069,0
988,0.7,power,0.7,0.9,9,-14.2104248453,1
989,0.7,power,0.7,0.9,10,-129.46509486,0
990,0.7,power,0.9,0.9,1,-109.068950068,0
991,0.7,power,0.9,0.9,2,-9.26338287919,1
992,0.7,power,0.9,0.9,3,-184.417635329,0
993,0.7,power,0.9,0.9,4,4.78006829763,1
994,0.7,power,0.9,0.9,5,-51.5814739538,0
995,0.7,power,0.9,0.9,6,-130.95892496,0
996,0.7,power,0.9,0.9,7,-57.6954809837,0
997,0.7,power,0.9,0.9,8,-194.215634494,0
998,0.7,power,0.9,0.9,9,-43.5861990596,0
999,0.7,power,0.9,0.9,10,-96.0835092999,0
1000,0.9,power,0.1,0.1,1,-105.975402601,0
1001,0.9,power,0.1,0.1,2,-141.7847891,0
1002,0.9,power,0.1,0.1,3,-206.867772789,0
1003,0.9,power,0.1,0.1,4,-154.996849853,0
1004,0.9,power,0.1,0.1,5,-18.5452942765,1
1005,0.9,power,0.1,0.1,6,-252.716191156,0
1006,0.9,power,0.1,0.1,7,-132.827709173,1
1007,0.9,power,0.1,0.1,8,-180.465884052,0
1008,0.9,power,0.1,0.1,9,-10.127992152,1
1009,0.9,power,0.1,0.1,10,-181.386031849,1
1010,0.9,power,0.3,0.1,1,-41.1187956087,0
1011,0.9,power,0.3,0.1,2,-162.577947892,0
1012,0.9,power,0.3,0.1,3,-121.676580833,0
1013,0.9,power,0.3,0.1,4,-112.938196712,0
1014,0.9,power,0.3,0.1,5,-128.346156239,0
1015,0.9,power,0.3,0.1,6,-176.453771342,0
