,alpha,decayFunction,decay,epsilon,trial,net_reward,success
1016,0.9,power,0.3,0.1,7,-135.272382842,0
1017,0.9,power,0.3,0.1,8,-280.420537482,0
1018,0.9,power,0.3,0.1,9,-92.2371383696,1
1019,0.9,power,0.3,0.1,10,-93.7700888858,0
1020,0.9,power,0.5,0.1,1,-46.9471369773,1
1021,0.9,power,0.5,0.1,2,-232.19886797,0
1022,0.9,power,0.5,0.1,3,-138.965251594,0
1023,0.9,power,0.5,0.1,4,-66.0276434107,0
1024,0.9,power,0.5,0.1,5,-165.939195787,0
1025,0.9,power,0.5,0.1,6,-183.964274258,0
1026,0.9,power,0.5,0.1,7,-53.4868739158,0
1027,0.9,power,0.5,0.1,8,-171.434352242,0
1028,0.9,power,0.5,0.1,9,-78.4379173174,0
1029,0.9,power,0.5,0.1,10,-36.994393814,0
1030,0.9,power,0.7,0.1,1,-112.840139227,1
1031,0.9,power,0.7,0.1,2,-21.7250528876,1
1032,0.9,power,0.7,0.1,3,-163.512848033,0
1033,0.9,power,0.7,0.1,4,-117.519191297,0
1034,0.9,power,0.7,0.1,5,-309.896092007,0
1035,0.9,power,0.7,0.1,6,-131.473255112,1
1036,0.9,power,0.7,0.1,7,-198.091399074,0
1037,0.9,power,0.7,0.1,8,-110.865100296,0
1038,0.9,power,0.7,0.1,9,-43.1277790892,0
1039,0.9,power,0.7,0.1,10,-188.443035621,0
1040,0.9,power,0.9,0.1,1,-37.9983509577,0
1041,0.9,power,0.9,0.1,2,-111.720380675,0
1042,0.9,power,0.9,0.1,3,-168.846934859,0
1043,0.9,power,0.9,0.1,4,-162.83476143,0
1044,0.9,power,0.9,0.1,5,-28.9500250557,0
1045,0.9,power,0.9,0.1,6,-196.201398579,0
1046,0.9,power,0.9,0.1,7,-149.092265735,1
1047,0.9,power,0.9,0.1,8,-94.4678015069,0
1048,0.9,power,0.9,0.1,9,-128.025461175,0
1049,0.9,power,0.9,0.1,10,-41.3403215041,0
1050,0.9,power,0.1,0.3,1,-104.510843133,0
1051,0.9,power,0.1,0.3,2,-77.6674096803,0
1052,0.9,power,0.1,0.3,3,-134.63977975,0
1053,0.9,power,0.1,0.3,4,-96.8035380026,0
1054,0.9,power,0.1,0.3,5,-28.6893837114,1
1055,0.9,power,0.1,0.3,6,-230.829237539,0
1056,0.9,power,0.1,0.3,7,-155.362209718,0
1057,0.9,power,0.1,0.3,8,-43.5884086548,0
1058,0.9,power,0.1,0.3,9,-99.8348814986,1
1059,0.9,power,0.1,0.3,10,-155.442930881,0
1060,0.9,power,0.3,0.3,1,-180.671199296,0
1061,0.9,power,0.3,0.3,2,-145.129573321,0
1062,0.9,power,0.3,0.3,3,-260.007446936,1
1063,0.9,power,0.3,0.3,4,-165.375056282,0
1064,0.9,power,0.3,0.3,5,-59.098025848,1
1065,0.9,power,0.3,0.3,6,-222.56295821,0
1066,0.9,power,0.3,0.3,7,-35.9304186364,0
1067,0.9,power,0.3,0.3,8,-42.3678556195,0
1068,0.9,power,0.3,0.3,9,-136.2396198,0
1069,0.9,power,0.3,0.3,10,-88.7774305685,0
1070,0.9,power,0.5,0.3,1,-144.569848585,0
1071,0.9,power,0.5,0.3,2,-97.1231808309,0
1072,0.9,power,0.5,0.3,3,-52.9818008053,0
1073,0.9,power,0.5,0.3,4,-138.842736787,0
1074,0.9,power,0.5,0.3,5,-87.2029258952,0
1075,0.9,power,0.5,0.3,6,-167.388964168,0
1076,0.9,power,0.5,0.3,7,-117.082702546,0
1077,0.9,power,0.5,0.3,8,-91.7805142369,0
1078,0.9,power,0.5,0.3,9,-143.654986618,1
1079,0.9,power,0.5,0.3,10,-60.9644380175,1
1080,0.9,power,0.7,0.3,1,-57.4620127178,1
1081,0.9,power,0.7,0.3,2,-43.3051122076,0
1082,0.9,power,0.7,0.3,3,-244.796663812,0
1083,0.9,power,0.7,0.3,4,-139.381824376,0
1084,0.9,power,0.7,0.3,5,-85.206982656,0
1085,0.9,power,0.7,0.3,6,-67.3263459147,1
1086,0.9,power,0.7,0.3,7,-219.564849146,0
1087,0.9,power,0.7,0.3,8,-143.965037515,0
1088,0.9,power,0.7,0.3,9,-221.949274875,0
1089,0.9,power,0.7,0.3,10,-31.3688058631,1
1090,0.9,power,0.9,0.3,1,-111.349931577,0
1091,0.9,power,0.9,0.3,2,-133.330827087,0
1092,0.9,power,0.9,0.3,3,-89.7105429753,1
1093,0.9,power,0.9,0.3,4,-111.643102858,0
1094,0.9,power,0.9,0.3,5,4.97607710144,1
1095,0.9,power,0.9,0.3,6,-50.8899459499,0
1096,0.9,power,0.9,0.3,7,-24.7551623,0
1097,0.9,power,0.9,0.3,8,-59.051608497,0
1098,0.9,power,0.9,0.3,9,-76.078682384,0
1099,0.9,power,0.9,0.3,10,-73.8617330262,0
1100,0.9,power,0.1,0.5,1,-113.797626469,0
1101,0.9,power,0.1,0.5,2,-271.590017695,0
1102,0.9,power,0.1,0.5,3,-227.925812095,0
1103,0.9,power,0.1,0.5,4,-107.350493575,0
1104,0.9,power,0.1,0.5,5,-274.056907676,0
1105,0.9,power,0.1,0.5,6,-127.041013603,0
1106,0.9,power,0.1,0.5,7,-76.9906196086,0
1107,0.9,power,0.1,0.5,8,-239.535183379,0
1108,0.9,power,0.1,0.5,9,-97.4419524273,0
1109,0.9,power,0.1,0.5,10,-208.410368322,0
1110,0.9,power,0.3,0.5,1,-168.440239537,0
1111,0.9,power,0.3,0.5,2,-153.632417094,0
1112,0.9,power,0.3,0.5,3,-237.370835956,0
1113,0.9,power,0.3,0.5,4,-31.5501800074,1
1114,0.9,power,0.3,0.5,5,-124.048234585,0
1115,0.9,power,0.3,0.5,6,-111.433454835,1
1116,0.9,power,0.3,0.5,7,-211.711398366,0
1117,0.9,power,0.3,0.5,8,-133.814252194,0
1118,0.9,power,0.3,0.5,9,-172.984384047,0
1119,0.9,power,0.3,0.5,10,-48.0333069362,0
1120,0.9,power,0.5,0.5,1,-180.84566807,0
1121,0.9,power,0.5,0.5,2,-155.216691752,0
1122,0.9,power,0.5,0.5,3,-36.2292325551,1
1123,0.9,power,0.5,0.5,4,-176.208669426,1
1124,0.9,power,0.5,0.5,5,-112.680540067,1
1125,0.9,power,0.5,0.5,6,-216.93602699,0
1126,0.9,power,0.5,0.5,7,-89.0852079768,0
1127,0.9,power,0.5,0.5,8,-240.169034686,0
1128,0.9,power,0.5,0.5,9,-27.6552270521,1
1129,0.9,power,0.5,0.5,10,-76.8080205504,0
1130,0.9,power,0.7,0.5,1,-166.151440468,0
1131,0.9,power,0.7,0.5,2,-100.902825404,0
1132,0.9,power,0.7,0.5,3,-102.990988719,0
1133,0.9,power,0.7,0.5,4,-265.542843992,1
1134,0.9,power,0.7,0.5,5,-193.437645355,0
1135,0.9,power,0.7,0.5,6,-78.9392841819,1
1136,0.9,power,0.7,0.5,7,-128.996050238,0
1137,0.9,power,0.7,0.5,8,-216.33920295,1
1138,0.9,power,0.7,0.5,9,-153.43144963,0
1139,0.9,power,0.7,0.5,10,-84.303774807,0
1140,0.9,power,0.9,0.5,1,2.7192632676,1
1141,0.9,power,0.9,0.5,2,-42.3077325516,0
1142,0.9,power,0.9,0.5,3,-126.087836431,0
1143,0.9,power,0.9,0.5,4,-129.597702906,0
1144,0.9,power,0.9,0.5,5,-1.56005949,0
1145,0.9,power,0.9,0.5,6,-156.664128446,1
1146,0.9,power,0.9,0.5,7,-53.1622396676,0
1147,0.9,power,0.9,0.5,8,-67.4464231928,1
1148,0.9,power,0.9,0.5,9,-54.242149254,1
1149,0.9,power,0.9,0.5,10,-25.8182765175,0
1150,0.9,power,0.1,0.7,1,-179.823388762,0
1151,0.9,power,0.1,0.7,2,-125.865721205,0
1152,0.9,power,0.1,0.7,3,-190.181549527,0
1153,0.9,power,0.1,0.7,4,-152.463868015,1
1154,0.9,power,0.1,0.7,5,-2.78282995859,0
1155,0.9,power,0.1,0.7,6,-179.446616845,0
1156,0.9,power,0.1,0.7,7,-139.335717462,0
1157,0.9,power,0.1,0.7,8,-194.462895027,0
1158,0.9,power,0.1,0.7,9,-255.723183096,0
1159,0.9,power,0.1,0.7,10,-173.657937876,0
1160,0.9,power,0.3,0.7,1,-85.3017961392,0
1161,0.9,power,0.3,0.7,2,-176.794704444,0
1162,0.9,power,0.3,0.7,3,-121.759110385,0
1163,0.9,power,0.3,0.7,4,-34.0359773381,0
1164,0.9,power,0.3,0.7,5,-76.7153928019,0
1165,0.9,power,0.3,0.7,6,1.55696458708,0
1166,0.9,power,0.3,0.7,7,-246.07003053,0
1167,0.9,power,0.3,0.7,8,0.148979004854,1
1168,0.9,power,0.3,0.7,9,-135.453064268,0
1169,0.9,power,0.3,0.7,10,-111.386917775,1
1170,0.9,power,0.5,0.7,1,-222.318232072,1
1171,0.9,power,0.5,0.7,2,-110.869147108,0
1172,0.9,power,0.5,0.7,3,-30.6198832763,1
1173,0.9,power,0.5,0.7,4,-166.950569151,0
1174,0.9,power,0.5,0.7,5,-236.447796627,0
1175,0.9,power,0.5,0.7,6,-328.095392255,0
1176,0.9,power,0.5,0.7,7,-123.523079843,0
1177,0.9,power,0.5,0.7,8,-126.646684746,0
1178,0.9,power,0.5,0.7,9,-54.668082807,1
1179,0.9,power,0.5,0.7,10,-196.467694492,0
1180,0.9,power,0.7,0.7,1,-15.3815199006,1
1181,0.9,power,0.7,0.7,2,-10.9570081099,1
1182,0.9,power,0.7,0.7,3,-152.533916122,0
1183,0.9,power,0.7,0.7,4,-210.734928801,0
1184,0.9,power,0.7,0.7,5,-119.254191452,1
1185,0.9,power,0.7,0.7,6,2.18133907592,1
1186,0.9,power,0.7,0.7,7,-250.372903231,0
1187,0.9,power,0.7,0.7,8,-50.7320128213,0
1188,0.9,power,0.7,0.7,9,-91.8581121678,0
1189,0.9,power,0.7,0.7,10,-116.734355378,0
1190,0.9,power,0.9,0.7,1,-105.020381934,0
1191,0.9,power,0.9,0.7,2,-106.870492091,0
1192,0.9,power,0.9,0.7,3,-91.7956870574,0
1193,0.9,power,0.9,0.7,4,-122.2589,0
1194,0.9,power,0.9,0.7,5,-37.4801595059,0
1195,0.9,power,0.9,0.7,6,-96.7175155888,0
1196,0.9,power,0.9,0.7,7,-159.358408144,0
1197,0.9,power,0.9,0.7,8,-22.5331546642,0
1198,0.9,power,0.9,0.7,9,-125.125463244,0
1199,0.9,power,0.9,0.7,10,-184.980192964,0
1200,0.9,power,0.1,0.9,1,-164.046715719,0
1201,0.9,power,0.1,0.9,2,-184.408517751,0
1202,0.9,power,0.1,0.9,3,-85.8030880465,0
1203,0.9,power,0.1,0.9,4,-90.0604141882,0
1204,0.9,power,0.1,0.9,5,-85.3179318599,0
1205,0.9,power,0.1,0.9,6,-161.148412297,1
1206,0.9,power,0.1,0.9,7,-86.1638806406,0
1207,0.9,power,0.1,0.9,8,-192.994513224,0
1208,0.9,power,0.1,0.9,9,-205.835714502,0
1209,0.9,power,0.1,0.9,10,-194.18041636,0
1210,0.9,power,0.3,0.9,1,-38.6213501906,1
1211,0.9,power,0.3,0.9,2,-284.585070289,1
1212,0.9,power,0.3,0.9,3,-213.27958776,0
1213,0.9,power,0.3,0.9,4,-48.2887616949,1
1214,0.9,power,0.3,0.9,5,-64.0417592588,0
1215,0.9,power,0.3,0.9,6,-140.219444971,0
1216,0.9,power,0.3,0.9,7,-78.9976024123,0
1217,0.9,power,0.3,0.9,8,-169.3404487,0
1218,0.9,power,0.3,0.9,9,-20.8420894821,0
1219,0.9,power,0.3,0.9,10,-18.7089979466,0
1220,0.9,power,0.5,0.9,1,-207.139378923,0
1221,0.9,power,0.5,0.9,2,-126.96062479,1
1222,0.9,power,0.5,0.9,3,-299.793308181,0
1223,0.9,power,0.5,0.9,4,-106.950029833,0
1224,0.9,power,0.5,0.9,5,-140.959954562,0
1225,0.9,power,0.5,0.9,6,-86.1137421604,0
1226,0.9,power,0.5,0.9,7,-49.5843807615,0
1227,0.9,power,0.5,0.9,8,-137.667916638,1
1228,0.9,power,0.5,0.9,9,-130.719727283,1
1229,0.9,power,0.5,0.9,10,-145.000763293,0
1230,0.9,power,0.7,0.9,1,-138.12173099,0
1231,0.9,power,0.7,0.9,2,-61.6807774376,0
1232,0.9,power,0.7,0.9,3,-96.9137791489,1
1233,0.9,power,0.7,0.9,4,-59.145096899,0
1234,0.9,power,0.7,0.9,5,-36.4633920232,1
1235,0.9,power,0.7,0.9,6,-140.811949355,1
1236,0.9,power,0.7,0.9,7,-185.169922698,0
1237,0.9,power,0.7,0.9,8,-143.777150994,1
1238,0.9,power,0.7,0.9,9,-178.174237391,0
1239,0.9,power,0.7,0.9,10,-132.614959914,0
1240,0.9,power,0.9,0.9,1,-86.6298675857,0
1241,0.9,power,0.9,0.9,2,-61.1409451345,1
1242,0.9,power,0.9,0.9,3,-17.2679079309,1
1243,0.9,power,0.9,0.9,4,-62.0076840835,0
1244,0.9,power,0.9,0.9,5,-128.635335703,0
1245,0.9,power,0.9,0.9,6,7.25129031176,1
1246,0.9,power,0.9,0.9,7,-34.1862794575,0
1247,0.9,power,0.9,0.9,8,19.1545550665,1
1248,0.9,power,0.9,0.9,9,-93.7235353372,1
1249,0.9,power,0.9,0.9,10,-114.500317086,0
