,alpha,trial,net_reward,success
611,0.7,12,24.9228273869,1
612,0.7,13,20.9264241003,1
613,0.7,14,31.0243454257,0
614,0.7,15,20.1090661904,1
615,0.7,16,32.0086876501,1
616,0.7,17,21.0766910296,1
617,0.7,18,38.3334465589,0
618,0.7,19,39.7748122958,1
619,0.7,20,29.0268501549,1
620,0.7,21,26.5245104524,1
621,0.7,22,30.3301389096,1
622,0.7,23,27.6110584888,1
623,0.7,24,27.6621539037,1
624,0.7,25,19.7457870178,1
625,0.7,26,24.1425872758,1
626,0.7,27,18.0638023685,1
627,0.7,28,36.008516547,1
628,0.7,29,20.3134925288,1
629,0.7,30,26.4299836051,0
630,0.7,31,20.7976911791,1
631,0.7,32,14.9251350274,1
632,0.7,33,20.0611356721,1
633,0.7,34,17.7803302611,1
634,0.7,35,23.5634436159,1
635,0.7,36,31.107481852,1
636,0.7,37,14.8035087663,1
637,0.7,38,36.9975628317,1
638,0.7,39,19.1361321848,1
639,0.7,40,30.6470198879,1
640,0.7,41,22.0357538891,1
641,0.7,42,15.9758303074,1
642,0.7,43,16.7035837837,1
643,0.7,44,33.1700689347,1
644,0.7,45,27.5540234669,1
645,0.7,46,17.8848377686,1
646,0.7,47,26.3857094149,0
647,0.7,48,10.8156989116,1
648,0.7,49,37.4549553481,1
649,0.7,50,30.598047738,0
650,0.7,51,8.56388851838,1
651,0.7,52,32.2178703116,1
652,0.7,53,14.2349692095,1
653,0.7,54,19.6253989262,1
654,0.7,55,26.1995789464,1
655,0.7,56,31.3844995935,1
656,0.7,57,41.5738605453,0
657,0.7,58,9.30609906707,1
658,0.7,59,13.9205520284,1
659,0.7,60,40.4940369112,1
660,0.7,61,28.7996379435,1
661,0.7,62,17.6145509225,1
662,0.7,63,18.234303358,1
663,0.7,64,22.4585551841,1
664,0.7,65,16.951908054,1
665,0.7,66,29.8805036022,0
666,0.7,67,31.3349818285,0
667,0.7,68,35.3367869008,1
668,0.7,69,14.8176898105,1
669,0.7,70,16.3533038453,1
670,0.7,71,24.2836807312,1
671,0.7,72,22.561566877,1
672,0.7,73,15.835751433,1
673,0.7,74,34.9794749916,1
674,0.7,75,30.8658546371,1
675,0.7,76,21.881758422,1
676,0.7,77,21.7879200059,1
677,0.7,78,26.2393034088,1
678,0.7,79,29.5410992058,1
679,0.7,80,23.6866255311,1
680,0.7,81,35.7322060249,1
681,0.7,82,28.2557174629,1
682,0.7,83,30.99499621,0
683,0.7,84,37.1466227505,1
684,0.7,85,23.6072128817,1
685,0.7,86,18.9205139114,1
686,0.7,87,18.4919205457,1
687,0.7,88,46.6561159206,0
688,0.7,89,17.2380097761,1
689,0.7,90,27.7988528357,1
690,0.7,91,34.2082432919,0
691,0.7,92,29.145717304,0
692,0.7,93,22.8152764145,1
693,0.7,94,39.6989519477,1
694,0.7,95,31.8294171215,1
695,0.7,96,35.1734030452,1
696,0.7,97,11.7197118373,1
697,0.7,98,28.154232386,1
698,0.7,99,24.5035993871,1
699,0.7,100,27.8072960916,1
700,0.8,1,10.4379754987,1
701,0.8,2,41.8419914077,0
702,0.8,3,9.28515171617,1
703,0.8,4,21.5787394399,1
704,0.8,5,36.4834162147,1
705,0.8,6,13.5214361555,1
706,0.8,7,26.1909183648,1
707,0.8,8,25.6561699776,1
708,0.8,9,23.9482203099,1
709,0.8,10,23.1190004535,1
710,0.8,11,21.85351362,1
711,0.8,12,21.6054049791,1
712,0.8,13,16.4065976694,1
713,0.8,14,29.7127179768,1
714,0.8,15,24.9701217379,1
715,0.8,16,12.2034961456,1
716,0.8,17,27.3939327075,1
717,0.8,18,25.672559464,1
718,0.8,19,36.4993673485,0
719,0.8,20,30.6492874356,0
720,0.8,21,11.9553334183,1
721,0.8,22,34.3269202183,1
722,0.8,23,11.6974379395,1
723,0.8,24,42.4485256419,1
724,0.8,25,20.4898523197,1
725,0.8,26,16.4811779758,1
726,0.8,27,17.9129156701,1
727,0.8,28,38.149294512,1
728,0.8,29,16.8636669796,1
729,0.8,30,13.0375894183,1
730,0.8,31,23.3192475158,1
731,0.8,32,23.2654998147,1
732,0.8,33,25.2293608361,0
733,0.8,34,22.363266345,1
734,0.8,35,16.7374777536,1
735,0.8,36,19.5303817584,1
736,0.8,37,26.8901194084,1
737,0.8,38,17.7401637363,1
738,0.8,39,18.044436267,1
739,0.8,40,10.2526533446,1
740,0.8,41,23.3498037027,1
741,0.8,42,10.8594885322,1
742,0.8,43,20.9514180094,1
743,0.8,44,7.73527612522,1
744,0.8,45,31.2412370089,1
745,0.8,46,36.1230504918,1
746,0.8,47,38.4879630382,1
747,0.8,48,39.4150831869,1
748,0.8,49,24.6441691321,1
749,0.8,50,32.2515524264,1
750,0.8,51,7.09891392199,1
751,0.8,52,23.8213937326,1
752,0.8,53,13.1154807314,1
753,0.8,54,11.5228797261,1
754,0.8,55,18.1164358716,1
755,0.8,56,35.5413210687,0
756,0.8,57,26.1793428205,1
757,0.8,58,11.5194502154,1
758,0.8,59,11.5862962401,1
759,0.8,60,23.2659886369,1
760,0.8,61,31.4442313398,1
761,0.8,62,23.1102106423,1
762,0.8,63,29.4525374305,1
763,0.8,64,23.2035949095,1
764,0.8,65,37.0115327195,1
765,0.8,66,19.0496143295,1
766,0.8,67,25.4287702685,1
767,0.8,68,20.5672800734,1
768,0.8,69,11.0851227705,1
769,0.8,70,32.2848162929,1
770,0.8,71,35.3395703597,1
771,0.8,72,28.9904946256,1
772,0.8,73,46.3678580939,1
773,0.8,74,19.1901966092,1
774,0.8,75,19.597723939,1
775,0.8,76,12.6465687726,1
776,0.8,77,11.2249915818,1
777,0.8,78,18.3215766403,1
778,0.8,79,10.5948672942,1
779,0.8,80,16.421068016,1
780,0.8,81,12.2336502588,1
781,0.8,82,18.6573014719,1
782,0.8,83,16.0698687497,1
783,0.8,84,31.8384662574,1
784,0.8,85,25.4663815131,1
785,0.8,86,19.5803623619,1
786,0.8,87,21.149340063,1
787,0.8,88,19.8816041748,1
788,0.8,89,23.3371674709,1
789,0.8,90,37.5071281325,1
790,0.8,91,31.8655715894,1
791,0.8,92,29.0842819756,1
792,0.8,93,18.6129918923,1
793,0.8,94,24.4001704493,1
794,0.8,95,28.2822956542,1
795,0.8,96,28.6824461974,1
796,0.8,97,13.186384522,1
797,0.8,98,17.8073857808,1
798,0.8,99,31.6224903478,1
799,0.8,100,12.7040314531,1
800,0.9,1,34.6789545273,1
801,0.9,2,17.4760290398,1
802,0.9,3,24.524778683,1
803,0.9,4,11.294871037,1
804,0.9,5,15.645250987,1
805,0.9,6,16.6738580605,1
806,0.9,7,20.6750747609,1
807,0.9,8,12.7491695458,1
808,0.9,9,12.1541990367,1
809,0.9,10,18.9691319661,1
810,0.9,11,16.8280997184,1
811,0.9,12,24.5822428749,1
812,0.9,13,15.8966900234,1
813,0.9,14,20.0523688653,1
814,0.9,15,10.0307009962,1
815,0.9,16,45.7257476298,0
816,0.9,17,12.3536138403,1
817,0.9,18,21.4997060733,1
818,0.9,19,21.5376676571,1
819,0.9,20,24.3984951947,1
820,0.9,21,11.9101740079,1
821,0.9,22,30.6690762024,1
822,0.9,23,17.6233457516,1
823,0.9,24,20.7355603302,1
