trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
177,False,"{'a': 0.7, 'e': 7.960203505214115e-09}",25,8,30.28297439891549,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.7, 'e': 7.164183154692703e-09}",20,13,11.408327157124017,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.7, 'e': 6.4477648392234335e-09}",25,17,14.771496883552489,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.7, 'e': 5.80298835530109e-09}",25,17,14.662250716740115,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.7, 'e': 5.222689519770981e-09}",25,9,28.973838663187134,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.7, 'e': 4.700420567793883e-09}",20,3,24.60606183085097,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.7, 'e': 4.230378511014495e-09}",20,13,14.262762277519341,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.7, 'e': 3.807340659913046e-09}",30,23,12.248006153444338,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.7, 'e': 3.426606593921741e-09}",20,13,11.347469240969371,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.7, 'e': 3.083945934529567e-09}",20,12,13.710867508446142,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.7, 'e': 2.7755513410766105e-09}",25,0,38.89259078711858,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
188,False,"{'a': 0.7, 'e': 2.4979962069689494e-09}",20,0,30.710621106046844,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
189,False,"{'a': 0.7, 'e': 2.2481965862720546e-09}",30,18,23.209696307104593,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.7, 'e': 2.023376927644849e-09}",25,13,21.451521501493954,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.7, 'e': 1.8210392348803642e-09}",30,9,30.85734733614508,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.7, 'e': 1.638935311392328e-09}",30,22,13.543881435515095,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.7, 'e': 1.4750417802530951e-09}",20,8,21.304060049675527,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.7, 'e': 1.3275376022277856e-09}",25,15,16.05917751295086,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.7, 'e': 1.194783842005007e-09}",20,8,21.789189869699467,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.7, 'e': 1.0753054578045064e-09}",20,10,17.77282325048068,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.7, 'e': 9.677749120240558e-10}",20,9,23.0354738466892,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.7, 'e': 8.709974208216503e-10}",25,8,31.007908562866312,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.7, 'e': 7.838976787394853e-10}",20,13,9.643616814185231,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.7, 'e': 7.055079108655367e-10}",25,8,29.924001089438466,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.7, 'e': 6.349571197789831e-10}",35,28,15.175435080839037,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.7, 'e': 5.714614078010848e-10}",25,10,29.12553049888339,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.7, 'e': 5.143152670209763e-10}",20,14,9.795615539997492,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.7, 'e': 4.628837403188787e-10}",20,0,23.896083480927057,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
205,False,"{'a': 0.7, 'e': 4.1659536628699084e-10}",20,10,18.845597227935233,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.7, 'e': 3.749358296582918e-10}",25,13,21.47951951886039,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.7, 'e': 3.374422466924626e-10}",25,11,25.698153042130752,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.7, 'e': 3.0369802202321633e-10}",20,10,16.045966820009667,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.7, 'e': 2.733282198208947e-10}",20,11,18.267060321843157,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.7, 'e': 2.4599539783880527e-10}",20,0,33.376717175508745,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
211,False,"{'a': 0.7, 'e': 2.2139585805492472e-10}",20,15,11.953415951993705,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.7, 'e': 1.9925627224943227e-10}",25,15,15.487388605358873,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.7, 'e': 1.7933064502448904e-10}",20,8,17.173377428569726,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.7, 'e': 1.6139758052204015e-10}",20,13,12.676284282311572,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.7, 'e': 1.4525782246983613e-10}",20,14,9.813537987460732,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.7, 'e': 1.3073204022285252e-10}",25,0,35.62597348728774,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
217,False,"{'a': 0.7, 'e': 1.1765883620056727e-10}",25,0,36.36918238811934,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
218,False,"{'a': 0.7, 'e': 1.0589295258051055e-10}",20,0,29.318098766112318,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
219,False,"{'a': 0.7, 'e': 9.53036573224595e-11}",20,14,10.980823257097848,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.7, 'e': 8.577329159021355e-11}",20,5,17.45472627827539,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.7, 'e': 7.719596243119219e-11}",25,11,23.15814362666008,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.7, 'e': 6.947636618807298e-11}",25,19,8.101325421907138,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.7, 'e': 6.252872956926568e-11}",20,10,17.308013624023378,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.7, 'e': 5.6275856612339116e-11}",20,13,13.861890324540823,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.7, 'e': 5.0648270951105203e-11}",25,3,36.84809302325898,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.7, 'e': 4.558344385599468e-11}",25,15,18.72134377837162,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.7, 'e': 4.1025099470395217e-11}",35,12,45.936486372477354,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.7, 'e': 3.6922589523355696e-11}",20,0,34.73554149335525,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
229,False,"{'a': 0.7, 'e': 3.323033057102013e-11}",25,3,34.095242420753635,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.7, 'e': 2.990729751391811e-11}",30,14,26.34840053342625,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.7, 'e': 2.6916567762526303e-11}",25,14,19.475427531129785,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.7, 'e': 2.4224910986273674e-11}",25,1,32.77242712052149,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.7, 'e': 2.180241988764631e-11}",20,11,14.352436075951724,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.7, 'e': 1.9622177898881677e-11}",30,12,36.214780425876285,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.7, 'e': 1.765996010899351e-11}",25,12,22.546630043572573,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.7, 'e': 1.589396409809416e-11}",20,9,19.56598117841298,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.7, 'e': 1.4304567688284745e-11}",20,4,20.692310275438842,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.7, 'e': 1.287411091945627e-11}",20,11,15.024753810172166,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.7, 'e': 1.1586699827510643e-11}",20,10,18.97635407755032,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.7, 'e': 1.042802984475958e-11}",25,16,18.108798981461142,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.7, 'e': 9.385226860283621e-12}",25,18,14.973292240406684,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.7, 'e': 8.44670417425526e-12}",25,0,41.367616514863,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
243,False,"{'a': 0.7, 'e': 7.602033756829734e-12}",25,15,17.97939788574886,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.7, 'e': 6.8418303811467605e-12}",35,18,34.983837059817645,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.7, 'e': 6.157647343032084e-12}",20,14,7.697766882272143,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.7, 'e': 5.5418826087288764e-12}",20,6,20.53441638960688,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.7, 'e': 4.987694347855989e-12}",20,12,14.399275154696898,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.7, 'e': 4.48892491307039e-12}",20,12,14.489270216827215,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.7, 'e': 4.040032421763351e-12}",25,8,29.707119536650488,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.7, 'e': 3.636029179587016e-12}",25,13,21.79676343251525,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.7, 'e': 3.2724262616283147e-12}",25,12,19.629674313008508,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.7, 'e': 2.9451836354654833e-12}",20,0,30.684196818521496,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
253,False,"{'a': 0.7, 'e': 2.650665271918935e-12}",25,16,19.074694387958253,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.7, 'e': 2.3855987447270414e-12}",20,10,19.821781142102836,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.7, 'e': 2.1470388702543375e-12}",20,7,20.635207210968606,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.7, 'e': 1.9323349832289036e-12}",20,6,22.033831332339545,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.7, 'e': 1.7391014849060133e-12}",25,8,25.43908281856969,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.7, 'e': 1.565191336415412e-12}",25,20,9.111071711516352,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.7, 'e': 1.408672202773871e-12}",35,20,27.68248117519051,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.7, 'e': 1.2678049824964838e-12}",30,22,16.015030577022767,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.7, 'e': 1.1410244842468355e-12}",20,0,28.197444933945263,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.7, 'e': 1.026922035822152e-12}",25,0,36.883636401947626,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
263,False,"{'a': 0.7, 'e': 9.242298322399368e-13}",25,20,9.874148881260258,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.7, 'e': 8.318068490159431e-13}",25,14,20.73531487863708,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.7, 'e': 7.486261641143488e-13}",25,3,36.929376202897025,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.7, 'e': 6.73763547702914e-13}",20,9,19.155757540788983,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.7, 'e': 6.063871929326226e-13}",30,4,43.08177630659826,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.7, 'e': 5.457484736393604e-13}",20,4,30.83601709666751,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.7, 'e': 4.911736262754243e-13}",30,20,18.96614792145741,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.7, 'e': 4.420562636478819e-13}",30,11,35.0078572760045,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.7, 'e': 3.9785063728309373e-13}",30,16,25.707064823839627,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.7, 'e': 3.580655735547844e-13}",25,0,42.83569202285041,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
273,False,"{'a': 0.7, 'e': 3.222590161993059e-13}",20,11,16.934895622431906,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.7, 'e': 2.9003311457937535e-13}",30,12,28.963174136386677,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.7, 'e': 2.610298031214378e-13}",30,19,17.950993716201037,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.7, 'e': 2.3492682280929406e-13}",20,3,25.60416396023253,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.7, 'e': 2.1143414052836465e-13}",20,16,9.362191149646998,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.7, 'e': 1.9029072647552818e-13}",25,13,20.18985165577238,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.7, 'e': 1.7126165382797537e-13}",20,14,11.849124735627996,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.7, 'e': 1.5413548844517783e-13}",25,14,23.342193814381762,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.7, 'e': 1.3872193960066005e-13}",30,18,22.401575140787735,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.7, 'e': 1.2484974564059406e-13}",20,5,20.360533272810525,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.7, 'e': 1.1236477107653465e-13}",25,15,22.29929996836624,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.7, 'e': 1.0112829396888119e-13}",25,3,37.98482957597875,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.7, 'e': 9.101546457199307e-14}",25,12,19.636499601276377,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.7, 'e': 8.191391811479377e-14}",20,13,13.987840621661823,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.7, 'e': 7.372252630331439e-14}",20,16,8.070169320104021,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.7, 'e': 6.635027367298295e-14}",30,13,24.894262722563237,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.7, 'e': 5.971524630568466e-14}",30,18,21.845246499273525,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.7, 'e': 5.374372167511619e-14}",25,18,14.945038342026507,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.7, 'e': 4.8369349507604575e-14}",25,14,18.154551646686865,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.7, 'e': 4.353241455684412e-14}",25,5,34.605761520786196,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.7, 'e': 3.917917310115971e-14}",25,17,15.737194817998262,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.7, 'e': 3.526125579104374e-14}",20,9,22.763902798333852,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.7, 'e': 3.1735130211939364e-14}",20,0,26.355468373371743,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
296,False,"{'a': 0.7, 'e': 2.856161719074543e-14}",25,10,26.124362857312175,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.7, 'e': 2.5705455471670887e-14}",20,12,13.684400717289648,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.7, 'e': 2.31349099245038e-14}",20,9,21.99411229774269,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.7, 'e': 2.082141893205342e-14}",20,2,28.291160046132163,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.7, 'e': 1.873927703884808e-14}",20,11,11.890627651618843,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.7, 'e': 1.686534933496327e-14}",30,13,32.78732658488305,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.7, 'e': 1.5178814401466944e-14}",25,13,23.49345537107325,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.7, 'e': 1.366093296132025e-14}",30,20,22.883835630938037,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.7, 'e': 1.2294839665188226e-14}",20,7,28.01294587957714,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.7, 'e': 1.1065355698669403e-14}",20,10,17.69818852975032,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.7, 'e': 9.958820128802464e-15}",20,11,15.860986673495063,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.7, 'e': 8.962938115922217e-15}",20,14,12.920221524042477,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.7, 'e': 8.066644304329995e-15}",25,17,14.67633728828032,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.7, 'e': 7.259979873896996e-15}",20,12,16.888630961547797,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.7, 'e': 6.5339818865072964e-15}",25,16,16.69146418799648,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.7, 'e': 5.880583697856567e-15}",25,20,8.803511615407032,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.7, 'e': 5.29252532807091e-15}",25,13,16.798562841908254,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.7, 'e': 4.76327279526382e-15}",20,9,18.526886043220294,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.7, 'e': 4.2869455157374374e-15}",30,4,40.318753247353584,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.7, 'e': 3.858250964163694e-15}",20,10,17.992129377308604,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.7, 'e': 3.4724258677473247e-15}",20,13,14.253758432125121,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.7, 'e': 3.1251832809725924e-15}",30,15,30.080919623354053,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.7, 'e': 2.812664952875333e-15}",30,19,18.65922449858229,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.7, 'e': 2.5313984575878e-15}",30,22,20.191885654822368,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.7, 'e': 2.27825861182902e-15}",25,16,14.407551804562841,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.7, 'e': 2.050432750646118e-15}",20,9,17.06191240301775,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.7, 'e': 1.8453894755815063e-15}",20,15,10.936163675571054,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.7, 'e': 1.6608505280233556e-15}",30,20,17.921914380563795,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.7, 'e': 1.4947654752210201e-15}",20,11,17.585356747671348,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.7, 'e': 1.3452889276989182e-15}",20,6,25.36877794672073,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.7, 'e': 1.2107600349290264e-15}",20,4,16.25554015988689,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
327,False,"{'a': 0.7, 'e': 1.0896840314361237e-15}",20,9,21.028583129532286,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.7, 'e': 9.807156282925114e-16}",20,6,24.16121710442731,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.7, 'e': 8.826440654632603e-16}",20,11,19.69327439254911,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.7, 'e': 7.943796589169343e-16}",30,22,13.362599134421416,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.7, 'e': 7.149416930252409e-16}",30,13,30.123536369376385,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.7, 'e': 6.434475237227168e-16}",25,0,40.54723219467925,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
333,False,"{'a': 0.7, 'e': 5.791027713504451e-16}",20,9,21.775932310081743,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.7, 'e': 5.211924942154007e-16}",30,19,22.899416747277012,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.7, 'e': 4.690732447938606e-16}",20,9,19.09527778332894,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.7, 'e': 4.2216592031447453e-16}",20,0,30.561114929104374,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.7, 'e': 3.799493282830271e-16}",20,16,6.408468371839558,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.7, 'e': 3.419543954547244e-16}",20,11,18.14328757669195,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.7, 'e': 3.0775895590925196e-16}",25,8,26.342693558557873,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.7, 'e': 2.769830603183268e-16}",30,12,25.202794838011517,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.7, 'e': 2.492847542864941e-16}",20,11,15.274328017863551,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.7, 'e': 2.243562788578447e-16}",20,6,19.348394790100425,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.7, 'e': 2.0192065097206023e-16}",30,11,32.23293049690541,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.7, 'e': 1.8172858587485422e-16}",20,12,15.188311562465563,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.7, 'e': 1.635557272873688e-16}",25,13,23.597685624058315,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.7, 'e': 1.4720015455863193e-16}",25,20,8.123898940512284,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.7, 'e': 1.3248013910276872e-16}",30,18,19.58971460115327,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.7, 'e': 1.1923212519249188e-16}",20,7,24.67250791964617,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.7, 'e': 1.0730891267324268e-16}",20,14,13.966919917817242,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.7, 'e': 9.657802140591841e-17}",20,11,13.919557302642815,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.7, 'e': 8.692021926532658e-17}",20,11,18.671300538833993,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.7, 'e': 7.822819733879392e-17}",25,4,32.86845610281277,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.7, 'e': 7.040537760491453e-17}",25,13,19.689700293230306,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.7, 'e': 6.336483984442308e-17}",20,5,24.899433959224144,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.7, 'e': 5.702835585998077e-17}",20,15,6.019058349668896,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.7, 'e': 5.1325520273982695e-17}",25,13,23.23511213030013,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
